Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.058630,0.000010,0.195372,0.000013,0.000002,0.000003,0.000001,0.254031
0.041294,0.000010,0.320984,0.000013,0.000001,0.000003,0.000001,0.362305
0.063236,0.000010,0.198739,0.000013,0.000001,0.000002,0.000001,0.262001
0.073830,0.000013,0.274376,0.000016,0.000002,0.000003,0.000002,0.348241
0.087078,0.000016,0.223629,0.000014,0.000001,0.000002,0.000001,0.310741
0.065277,0.000011,0.203189,0.000011,0.000001,0.000002,0.000001,0.268492
0.068336,0.000012,0.296961,0.000013,0.000001,0.000002,0.000001,0.365327
0.072699,0.000010,0.279294,0.000018,0.000002,0.000004,0.000002,0.352028
0.086289,0.000010,0.303804,0.000015,0.000002,0.000003,0.000002,0.390125
0.065958,0.000011,0.198432,0.000016,0.000002,0.000003,0.000001,0.264423
0.065269,0.000011,0.194581,0.000017,0.000001,0.000002,0.000001,0.259883
0.090325,0.000014,0.274137,0.000014,0.000001,0.000002,0.000001,0.364493
0.088882,0.000015,0.334588,0.000019,0.000002,0.000003,0.000001,0.423511
0.064042,0.000010,0.189982,0.000013,0.000001,0.000002,0.000001,0.254051
0.065683,0.000011,0.189489,0.000015,0.000001,0.000002,0.000001,0.255202
0.065008,0.000011,0.373287,0.000019,0.000002,0.000003,0.000002,0.438331
0.065336,0.000013,0.189979,0.000013,0.000001,0.000002,0.000001,0.255345
0.091687,0.000014,0.284996,0.000017,0.000002,0.000003,0.000002,0.376720
0.068012,0.000004,0.228035,0.000015,0.000001,0.000002,0.000001,0.296071
0.091417,0.000026,0.277793,0.000021,0.000002,0.000002,0.000001,0.369262
0.067126,0.000011,0.275466,0.000016,0.000001,0.000002,0.000001,0.342624
0.080165,0.000013,0.215231,0.000014,0.000001,0.000002,0.000001,0.295427
0.090371,0.000015,0.326452,0.000018,0.000002,0.000003,0.000002,0.416863
0.073883,0.000015,0.304991,0.000013,0.000001,0.000002,0.000001,0.378908
0.086282,0.000004,0.304021,0.000014,0.000001,0.000003,0.000001,0.390327
0.075219,0.000017,0.352422,0.000020,0.000002,0.000004,0.000002,0.427686
0.067148,0.000010,0.196452,0.000013,0.000001,0.000002,0.000001,0.263626
0.093022,0.000014,0.305904,0.000018,0.000002,0.000003,0.000002,0.398963
0.062706,0.000003,0.197079,0.000014,0.000001,0.000002,0.000001,0.259806
0.063862,0.000015,0.366304,0.000020,0.000002,0.000003,0.000002,0.430208
0.089894,0.000015,0.286072,0.000017,0.000002,0.000003,0.000002,0.376004
0.090196,0.000016,0.321920,0.000013,0.000001,0.000002,0.000001,0.412149
0.066339,0.000010,0.192658,0.000013,0.000001,0.000002,0.000001,0.259024
0.064770,0.000010,0.238311,0.000014,0.000001,0.000002,0.000001,0.303109
0.068175,0.000016,0.316858,0.000018,0.000002,0.000004,0.000002,0.385074
0.064939,0.000010,0.195292,0.000015,0.000001,0.000002,0.000001,0.260259
0.088037,0.000011,0.318333,0.000030,0.000002,0.000003,0.000002,0.406418
0.074021,0.000015,0.308054,0.000017,0.000002,0.000002,0.000002,0.382113
0.088643,0.000015,0.298168,0.000035,0.000002,0.000004,0.000002,0.386868
0.065901,0.000010,0.202599,0.000014,0.000001,0.000002,0.000001,0.268528
0.072502,0.000011,0.281448,0.000014,0.000001,0.000002,0.000001,0.353980
0.064952,0.000010,0.276911,0.000017,0.000002,0.000003,0.000001,0.341896
0.065131,0.000011,0.197705,0.000015,0.000001,0.000003,0.000001,0.262867
0.089393,0.000012,0.194106,0.000014,0.000001,0.000003,0.000001,0.283530
0.090001,0.000013,0.265994,0.000017,0.000002,0.000003,0.000002,0.356030
0.090385,0.000013,0.324346,0.000017,0.000002,0.000003,0.000002,0.414767
0.063581,0.000010,0.245746,0.000014,0.000001,0.000002,0.000001,0.309356
0.064685,0.000011,0.191921,0.000013,0.000001,0.000002,0.000001,0.256633
0.075887,0.000012,0.241418,0.000015,0.001002,0.000010,0.000001,0.318346
0.068050,0.000010,0.189590,0.000013,0.000001,0.000002,0.000001,0.257667
0.066825,0.000013,0.186326,0.000014,0.000001,0.000002,0.000001,0.253182
0.068596,0.000010,0.183539,0.000014,0.000001,0.000002,0.000001,0.252164
0.064948,0.000010,0.169778,0.000004,0.000001,0.000002,0.000001,0.234745
0.062577,0.000011,0.185249,0.000015,0.000001,0.000003,0.000001,0.247857
0.073734,0.000012,0.292078,0.000017,0.000002,0.000003,0.000002,0.365847
0.065655,0.000010,0.185105,0.000015,0.000001,0.000002,0.000001,0.250788
0.065439,0.000010,0.184726,0.000014,0.000001,0.000002,0.000001,0.250193
0.093375,0.000015,0.286166,0.000016,0.000002,0.000003,0.000001,0.379578
0.084760,0.000010,0.187486,0.000013,0.000001,0.000002,0.000001,0.272274
0.068792,0.000016,0.307411,0.000017,0.000002,0.000004,0.000002,0.376244
0.064781,0.000012,0.188026,0.000013,0.000001,0.000002,0.000001,0.252835
0.062678,0.000010,0.242974,0.000018,0.000002,0.000003,0.000002,0.305686
0.087852,0.000012,0.187824,0.000013,0.000001,0.000002,0.000001,0.275705
0.084795,0.000016,0.297571,0.000017,0.000002,0.000003,0.000002,0.382406
0.064996,0.000009,0.191025,0.000013,0.000001,0.000002,0.000001,0.256046
0.086984,0.000014,0.242363,0.000019,0.000002,0.000004,0.000002,0.329386
0.065121,0.000011,0.189502,0.000013,0.000001,0.000002,0.000001,0.254650
0.064199,0.000011,0.177130,0.000014,0.000001,0.000003,0.000001,0.241359
0.068579,0.000014,0.359105,0.000020,0.000002,0.000004,0.000002,0.427726
0.089915,0.000016,0.305682,0.000017,0.000001,0.000002,0.000001,0.395634
0.064082,0.000009,0.179445,0.000013,0.000001,0.000002,0.000001,0.243553
0.089152,0.000012,0.304878,0.000018,0.000002,0.000003,0.000002,0.394066
0.065385,0.000012,0.193755,0.000013,0.000001,0.000002,0.000001,0.259168
0.088517,0.000015,0.278380,0.000018,0.000002,0.000003,0.000001,0.366936
0.080331,0.000011,0.267634,0.000016,0.000001,0.000003,0.000001,0.347997
0.061893,0.000010,0.186388,0.000013,0.000001,0.000002,0.000001,0.248308
0.066534,0.000010,0.187312,0.000013,0.000001,0.000002,0.000001,0.253874
0.067093,0.000011,0.188368,0.000013,0.000001,0.000002,0.000001,0.255490
0.092442,0.000014,0.314021,0.000018,0.000002,0.000003,0.000002,0.406501
0.068314,0.000010,0.192074,0.000016,0.000001,0.000002,0.000001,0.260418
0.067743,0.000011,0.268011,0.000017,0.000002,0.000003,0.000001,0.335787
0.064446,0.000011,0.189341,0.000014,0.000001,0.000002,0.000001,0.253816
0.067166,0.000011,0.249989,0.000018,0.000002,0.000003,0.000002,0.317191
0.067138,0.000010,0.185809,0.000015,0.000001,0.000002,0.000001,0.252976
0.067569,0.000010,0.189387,0.000015,0.000001,0.000002,0.000001,0.256985
0.062713,0.000010,0.188005,0.000015,0.000001,0.000002,0.000001,0.250747
